date,avg_exec_price,total_size,avg_pnl,total_pnl,avg_fee,classification
2023-03-28,1898.1333333333332,0.25129999999999997,0.0,0.0,0.0,greed
2023-11-14,10454.871036222965,2681691.99816,0.1488070401913875,155.50335699999994,2.674230290909091,greed
2024-03-09,9771.897315360242,339303118.41207,25.418772159436944,176965.491774,0.9785666809824762,extreme greed
2024-07-03,2663.1323376477903,14048510.46479662,22.229712656210616,158742.378078,1.224461208007282,neutral
2024-10-27,5367.5032773242565,78319628.80118988,90.50427150248291,3189461.032019,0.6112046404645157,greed
2025-02-19,11102.057977906632,411187877.6657606,50.047621894017375,6699925.190574,1.0832670527433932,fear
